hotel_id,hotel_brand,book_date,check_in,check_out,star_rating,price
rrUDt0FBNJ6t2v91ZX+gttnwrEc5kLKcoSbZaRcHBLA=,3,1/28/2023,1/27/2023,1/28/2023,,94.33
Iuh6eRqk+BTX9v52NNdpn1VD4WNPpsUr6OvHbFy2ehg=,5,1/28/2023,1/27/2023,1/29/2023,3.5,269.29
pgezwnWefYhJI4Y+pOc50EIlJm5RQtWMGZJWHqgBxKk=,,1/28/2023,1/27/2023,1/28/2023,,142.87
qZhi7YnSttVJGN+a4zILj21eHUzxtQkWvWwk1EAb4Uo=,5,1/28/2023,1/27/2023,1/28/2023,2.5,207.32
2894p3r1aLhykZd5D2jJ+3eQOdtVL8rD7bRjgHgMAMQ=,5,1/28/2023,1/27/2023,1/28/2023,,197.31
mw7tfOv7+uCuvA5jKBt+uTIR7ajWsE20KGt1mTk4+XA=,5,1/28/2023,1/27/2023,1/28/2023,4,245.87
hdtlDsiaiqOJCnnxs7vqL2gZH/U2Ln/lX8Y/2M9vSD8=,5,5/27/2022,1/28/2023,1/31/2023,4,368.45
93DnVPYraqt5W2/9CXY6UxEUeyOdn3tCJrz1PiaLpa0=,3,5/31/2022,1/28/2023,1/29/2023,,322.62
LopbHVVkTnXe7mUppK0/8DX8JFgPYWNFtj7G1PM4umE=,2,3/14/2022,1/28/2023,1/29/2023,4,77.78
hb7ndzLoKmlM6jt0WnZOMk6zxH38uyQamzJ8DmpzNdg=,5,11/15/2022,1/28/2023,2/1/2023,,1497.77
SfIJtyIzwsRpcTbd+lv95UeDR/NdBY7sOqLzlYcZiKM=,5,6/11/2022,1/28/2023,1/29/2023,3.5,208.63
vCsu2kxtQE26EwN/vGN6NoSsQiNDEOzYW0njNVYl4sQ=,5,11/1/2022,1/28/2023,1/29/2023,,289.16
tYyvCK8QKtzDo/W9qgGwtIqecggWm1ivj6pWZFhsVRE=,5,11/3/2022,1/28/2023,1/31/2023,,811.54
/88mtgmMP8GQr801d5PgYwsrGBWX4kGnSsDNbt/SaWk=,5,11/15/2022,1/28/2023,1/31/2023,3.5,587.94
HSXywfyGDMnvMhaGOdI+dxvDnb2jLOhY9eq6obOrsg4=,5,11/1/2022,1/28/2023,1/30/2023,,1013.1
ncnriYLDOeMP5rgiOdXkj+VC9s7fjXNWhdrKHJgzJNk=,1,11/9/2022,1/28/2023,1/30/2023,2,78.76
ddlQrs3JPiyYwI31tJgfF7BAzzEn1UylXWQTY4XgMzM=,4,11/4/2022,1/28/2023,1/31/2023,,1778.49
PgTueavbtxduEv2/xSpyAiL3fP5XexeV5YvRCv7jAR0=,5,11/5/2022,1/28/2023,1/31/2023,,1075.72
JufZI/kHfDq6Agd6GIo20sUox4kDLWgvkvrf+fQA5n8=,5,11/10/2022,1/28/2023,2/3/2023,,936.4
sqqu5uciDXChZLQ87gbUH0s83iYGqDl9/gqoY2c/+mA=,5,11/10/2022,1/28/2023,1/31/2023,3,406.54
UkLkWZHRGMWg2l4AnEWzyXcq48qeGgK33Fb4TSFhuIM=,1,7/23/2022,1/28/2023,1/31/2023,3.5,363.65
0paxOodYhhzxp/5wHTxJnR526DT4VE9y/f2ILk8hu0I=,3,9/22/2022,1/28/2023,1/29/2023,4,592.01
k+CXAhRq8f1HPerYevwBaZmgUd1wl7y8gU8N4ptRL48=,5,9/22/2022,1/28/2023,1/30/2023,3.5,453.52
w9zYhPCNdsotFIYxYjhrIHsQ9jq9VidPdaYH/KGVL+g=,3,11/24/2022,1/28/2023,1/31/2023,4.5,817.21
9kAqnWGI1UX/3RVgcCghll26PSHCjmhsjtWRZPBoU98=,5,11/17/2022,1/28/2023,1/29/2023,,283.03
QdLXeI0KCCPz6P2uwtEegsJMSH7nJRnn12Bk0Pts3JI=,1,11/16/2022,1/28/2023,1/30/2023,3.5,360.09
qrCbzWdr92LmjC28/Yra72WHYfoNP0KaSyusLpq3ctU=,4,11/17/2022,1/28/2023,2/1/2023,,3588.6
OBYVMlmZyjJ9JSCDZbp5k2V1ShwxD2tVlW2qCcfgN3I=,2,11/23/2022,1/28/2023,2/1/2023,4.5,732.54
PjHOYEZb9SDYdB3SnEFN6vjOmxsXXrAO5mVTNoW4pdw=,2,11/21/2022,1/28/2023,1/30/2023,3.5,359.61
taL/re/TZ5awZRg5ZmUoXt95nlALCwGn1Ff4Bfwym48=,3,10/17/2022,1/28/2023,2/2/2023,,14242.59
7GHaC2IC8k2r63QAfay4j+JP7WwyqhlalUxL7DnMZ50=,2,10/20/2022,1/28/2023,1/30/2023,3.5,689.92
OTnbzchZ8JhbuhcwqOUCucixj57t2pu4ciQvaRmIzj0=,2,10/15/2022,1/28/2023,1/29/2023,4,148.08
WU9mjhfKT2HT52SYT0fRYZOReyMhdqiXCl7ag2t2ss4=,5,10/15/2022,1/28/2023,1/30/2023,,537.69
zevQDBuwpStods+xLcZ6tf9o0GHk7hXsMPnWJfynZ9M=,1,9/21/2022,1/28/2023,1/29/2023,2.5,210.45
BaUue7stZaICZe+p1NQ39jXJJIecHMNkQ00OX9rYFyo=,5,9/14/2022,1/28/2023,1/31/2023,,2471.33
uisrgHneTyQo4JRB7KfCT+P3WOfGH5kEdblt/nFDJJU=,5,11/23/2022,1/28/2023,2/6/2023,,1506.28
FGWOnYxRNfrzBccMkB+vPAgosjvgWvNLTu4NIJtDGEA=,3,11/19/2022,1/28/2023,1/31/2023,4,446.66
Gkwr6NN0tPRcrOomw3KiWsbWZiAlhWBwez5SxDpQPoY=,3,11/18/2022,1/28/2023,1/29/2023,,201.38
D2CGeb5FB2T/0MhX2ULIRva4xL6ccvHab9rJC1sBzAA=,3,11/22/2022,1/28/2023,1/29/2023,3.5,115.95
cVMWitcnuM8KzM5n6g+unARspFTyYmGiHUsKaE4y3is=,4,11/22/2022,1/28/2023,2/1/2023,,2131.4
dYb2d04BhksFOZbsvrgJjxBb+pDdiyF0ryjxXpYDZ10=,4,11/27/2022,1/28/2023,1/29/2023,3,187.47
EkTDrj7FK7mXF/pN4lvr2cW2qaCfA0Xad3VDT27Kvcw=,5,11/26/2022,1/28/2023,1/30/2023,,1731.94
aWqjP2JB+LJ8VwVUTe6jRBQ+PZ0FZugEIra+8Ya6rdQ=,2,11/17/2022,1/28/2023,2/1/2023,3.5,973.35
Y7ZsxTjZoR5HsxSNkhabG5iIDW/A8pulhmSnW19uyOw=,3,11/29/2022,1/28/2023,1/29/2023,,809.14
5X6XmKZ7HQkoE9SlMCjKC1ID2x8fOfErMCJCq11VN0g=,1,11/23/2022,1/28/2023,1/29/2023,2.5,68.86
EidL2XEqp4xr3VaAtwrs6xwgZB4a/5g+a/pds0tJ+D4=,2,10/1/2022,1/28/2023,1/29/2023,4,372.66
8YPyl+1yXrzKba5rlVngLFItDTNKVFL+rUnMe78yJCU=,5,9/26/2022,1/28/2023,1/31/2023,3,401
0eGeYJpRg+kyDwCQ27hvyckiZES/5YSblMt612TV0a4=,2,1/28/2023,1/28/2023,1/29/2023,2.5,175.2
X/jWwAWEiGCQvliJdzk3ZDcMvKx/fZg6LwszDF83sTU=,2,1/28/2023,1/28/2023,1/29/2023,2.5,63.7
28in6Aj3QsylrPjkarmA1pvylAu7lF9NINon3KzRCqE=,2,1/28/2023,1/28/2023,1/29/2023,3.5,240.37
BZJivt6k4XwP6GyAbgahhuqQleaJNpMF12YMxZ5KQrc=,1,1/28/2023,1/28/2023,1/29/2023,3,137.79
+YeRc5h9PRHNU5eNH4InTWlmyVVSKy+H4joWavDyjzE=,1,1/29/2023,1/28/2023,1/29/2023,3.5,229.19
1YGtnB4HDhDKYJU722mDFYzxTZo+3b0aU8h2z5wAdh4=,5,1/28/2023,1/28/2023,1/29/2023,3,230.97
5MY+SAmmYX5f2qTRoI+7H20rQSbttSrYVup7xX9gAbs=,5,1/28/2023,1/28/2023,1/29/2023,,739.26
fxXCD3bRyV2FctVkslAN5kk6NJ7dC9cGvhcXVm9DQ80=,2,1/28/2023,1/28/2023,1/29/2023,3.5,291.81
wz3PjCDDdVvJBsAYP/SWOXe7/c3bAU7C66LwensmG80=,4,1/29/2023,1/28/2023,1/29/2023,3,312.66
1XpeN32Nk/uOfPPe2MO5OZ8Hq7EzpMuv5B5vDXNQauc=,3,1/28/2023,1/28/2023,1/29/2023,3,292.78
04Sypb5YxeI0APvOIE5WONU8/MG2DQopwnXUN8kEHWk=,5,1/29/2023,1/28/2023,1/29/2023,3.5,118.05
NimblgKi0n+u28DO1Nq06U7cVazdumQe5skoKVOoN/c=,1,1/28/2023,1/28/2023,1/29/2023,2.5,51.68
iIJHDTG/67rE1Y9dp+EhjRpVyp6UxMiJQf+BuMPT7cg=,1,1/28/2023,1/28/2023,1/29/2023,2.5,161
1U9aXroeA8oXiBgnwrHRJ1wbpLRyijS9LDGz5jvWB0k=,2,1/28/2023,1/28/2023,1/29/2023,3,278.78
2wBsx+Cv8NhwG8wypSYh1bYBxWjZq7Zdtg+njqmTho0=,3,1/28/2023,1/28/2023,1/29/2023,3,131.93
6covwwXjoHMwYOuAWtOkMMuHcsJABtlzbz4xiUOy8aI=,2,1/28/2023,1/28/2023,1/29/2023,2.5,91.46
mhm/nGoLqjVxAqDNh/41ZzkjLgHM2Oqgb9sMnjQ5iB4=,5,1/28/2023,1/28/2023,1/29/2023,2.5,210.89
9kAqnWGI1UX/3RVgcCghll26PSHCjmhsjtWRZPBoU98=,5,1/28/2023,1/28/2023,1/29/2023,,429.82
AlDFL4qQWMjPKclzDjCfRBsxIzfvZ4PMsObLn3V0yik=,4,1/28/2023,1/28/2023,1/30/2023,,650.5
Jx1eHhzNo6EdO0RywwnFtInjoj21sL7v6O/52Nr07C0=,2,1/28/2023,1/28/2023,1/29/2023,3.5,295.12
DTccANmHJlX6cSz2JwJMK6B5uJ7fZlY91shMUT5BpNo=,3,1/28/2023,1/28/2023,1/29/2023,,166.12
1861xdkiw5AH2ObP3tY+ypqA3FhJ841SC4/FZEzldvE=,2,1/28/2023,1/28/2023,1/30/2023,3.5,513.87
Cun3aAGWfvaVWHCYO550FPgpjTyReFQ6HtOg9dVeeO0=,1,1/28/2023,1/28/2023,1/29/2023,3.5,94.15
TMB2LnIUbWtsKSW3RA9nCbK6UpTGZ9nTIRt7vZkkN/g=,4,1/28/2023,1/28/2023,1/29/2023,,348.79
h3KGV5wppNUPoHunJVMhVN2HV2xrKFRdBUG0r4QHK0k=,3,1/28/2023,1/28/2023,1/30/2023,4.5,706.33
PskDubZCx1k0pmVAGQNzH++zzOfqphGVNj5VgPq8eh4=,3,1/28/2023,1/28/2023,1/29/2023,3,268.45
i75vDKAAUkzogUcleJ0ppQtVYmXlME2OKMDt1xyEdvc=,1,1/28/2023,1/28/2023,1/29/2023,3.5,203.81
EXL5bNvO3ErFkJ+yKQ9HL+9e1D4B1dWazWkywtnEczo=,2,1/28/2023,1/28/2023,1/29/2023,4,156.69
iWW2Pzx0Lu//HhV0H0bAadEB9hDA0EB/ACRUWvKd77c=,2,1/28/2023,1/28/2023,1/29/2023,3.5,147.23
90z0G01Oz1kYlEEIWDV13cEatgN/0ElKizSWkhFGyiQ=,3,1/28/2023,1/28/2023,1/29/2023,,364.9
mUO26ZkDnxBFAN7RtQEiPHpvMX19TZn1Q/QUKQJy2qQ=,3,1/28/2023,1/28/2023,1/29/2023,3,329.75
UDpud8TlOsJfiKZA34HPhYy01bg24xlS+pFk6IisHuc=,3,1/28/2023,1/28/2023,1/29/2023,,305.52
3lNbilzeVNrmIyOwME+SDWLLlsWJ0JwPYJlWBLIaFLg=,2,1/28/2023,1/28/2023,1/29/2023,2.5,178.1
NiksOIOpsvjy4GtioM4ypIU23gYRJBAMaAz6I0uHgQY=,5,1/28/2023,1/28/2023,1/29/2023,3,261.19
e2mu6BdLI9FaDEOGP+WSsYNNp2kO21GeqR8p05o9M5I=,5,1/28/2023,1/28/2023,1/29/2023,3,90.31
ApFpYHOF0sscTAGE1rfGoZXaA0chlyOsH2blWMtTCMo=,5,1/28/2023,1/28/2023,1/29/2023,,205.29
boLcem6oKgI19WY8H89AO+gzO2fEI6WkXwgnhnLTyhU=,5,1/28/2023,1/28/2023,1/29/2023,,296.48
aHEgRUfW8OrG8V7X0coG+W9yFNhsioGWw+pdT1ekrU8=,3,1/28/2023,1/28/2023,1/29/2023,4,125.9
v85Lq2dFecJLEIMuiBn1d4f+unxcSlWvWCMZ6LopmXg=,2,1/28/2023,1/28/2023,1/29/2023,2.5,79.58
ancDCGJZWHOk7PrZe3hthwijFzRQd5xM64/h8xEy2nM=,3,1/28/2023,1/28/2023,1/29/2023,4.5,104.31
h3KGV5wppNUPoHunJVMhVN2HV2xrKFRdBUG0r4QHK0k=,3,1/28/2023,1/28/2023,1/29/2023,3.5,252.75
X/jWwAWEiGCQvliJdzk3ZDcMvKx/fZg6LwszDF83sTU=,2,1/28/2023,1/28/2023,1/29/2023,3.5,69.94
RMjNFiZsWyQvvf7Dy0zKC29FD8e5BH9tlRcisqI4wng=,2,1/28/2023,1/28/2023,1/29/2023,3,155.89
GB2xU0aRNLdxRA6nHhhONEej4F68Y0hWF9SPu6p0BNU=,2,1/28/2023,1/28/2023,1/29/2023,3.5,83.12
DQ8hg5IzduPc6kch/e1/aq1WstkdYpXslxd2HyFaaeU=,5,1/29/2023,1/28/2023,1/29/2023,4,251.11
g44IDGXQ+DLx8nYdeIlwUfUcTvJYkfZ52wU90XY4Q5M=,1,1/29/2023,1/28/2023,1/29/2023,3.5,119.85
0128UKqGSmRSyeWMXHT61xu3g+/51ynkIsBra977AOI=,3,1/28/2023,1/28/2023,1/29/2023,4,220.46
z5+OzfneBNaB6IysXobficSqlxsX+9XwIU84aGLQXE8=,5,1/28/2023,1/28/2023,1/29/2023,3,122.99
1f5UAW2QynfyFtRnvUG/vkw/miKAVXjcJhANa5gVej0=,5,1/28/2023,1/28/2023,1/29/2023,2.5,86.87
j02aHNeUaa+dLWX8LpLNMDm2tRcmfZB2156hADGjLRw=,3,1/28/2023,1/28/2023,1/29/2023,4,109.31
c//4pMmrg+PNA+QgzhUAfapI53ZBssBh+DTRSma8sDM=,5,1/28/2023,1/28/2023,1/29/2023,3,185.04
O3WmHwjwBZfE5xTKk9vovDNJlsiwK5mB3kKcMH0E5HE=,3,1/28/2023,1/28/2023,1/30/2023,,1502.29
GbumLNHztRg8caUqivK8YI6PpTyIO2ByIzZ0bM3AhWU=,3,1/28/2023,1/28/2023,1/29/2023,2.5,247.52
DT5RIfiVQuM2qdlvZqkuyaAgn4A0ruejLS2VlZc4gLk=,2,1/28/2023,1/28/2023,1/29/2023,4,58.89
8QUE9NuOtdnbGvjDHT5MTh7zTE35nl4Nw4YQlTcdGf4=,3,1/28/2023,1/28/2023,1/29/2023,3,115.25
KuOGvzK5Al4SaCc1GDVFndmKsA8y0WDd0jV7TeBpsJM=,2,1/28/2023,1/28/2023,1/29/2023,2.5,281.12
YthFCg9ptDh8pR80cnN+MjXkOyWlSNplV98DeyfyieY=,1,1/28/2023,1/28/2023,1/29/2023,3.5,157.32
inToWN/maVzfh6oajqywJFN02LB2rbS9Cy5S5KXdKaQ=,2,1/28/2023,1/28/2023,1/29/2023,4,90
qFf0Dz6LRLdYTRC034sYdDIV0Kh9UM0XVZ+AYcfJZwY=,2,1/29/2023,1/28/2023,1/29/2023,4,129.75
vx0tzpA1xRmFHcnWHWaNRrj5p28hCjbz7OwsRIL9On8=,3,1/29/2023,1/28/2023,1/30/2023,4.5,448.67
dZfIYitNd4FziPty4gLoV+9SMvoUAD6Re7ez5WTAbfk=,2,1/28/2023,1/28/2023,1/30/2023,3.5,393.33
DapNplXExBz3pUtoJ57Q1Pf1ItjT3XtEdBmdNJymUWk=,4,1/28/2023,1/28/2023,1/29/2023,3,116.66
xE9Ya7xPplVcPE0bZG+xWUjMIpjCUBIqfGRp+QerrCI=,2,1/28/2023,1/28/2023,1/29/2023,3.5,134.42
B6XwEJBnZjS8Ppe4c8R049EwgFIpLUniTTy3m7vX3kU=,5,1/28/2023,1/28/2023,1/29/2023,3.5,209.86
4qlpL6eYFTQN3IUzGDiJbFyg7zMe2N6cveaZSTVA+gI=,2,1/28/2023,1/28/2023,1/29/2023,4,153.97
UWvCgjv7oz4KCU91YmDNn3oL13C3lyB/1BkVTV/bLDw=,2,1/28/2023,1/28/2023,1/29/2023,3,262.57
H8EH9LsReaJSkIDdBJu7hbYCtxWbfzzj/YDHOaK4vZI=,2,1/28/2023,1/28/2023,1/29/2023,3,250.05
L0ArNHbldbxwE26spyWX2EyPSDg71Mdx9eHYlMAAZgs=,5,1/28/2023,1/28/2023,1/29/2023,3.5,243.31
JIU9Ng4nRWp9csXzrRDSvt2vNYBH7Re94izszElN+Rc=,5,1/29/2023,1/28/2023,1/29/2023,4,319.16
B3PLLH2/5V7C4D1dTdNks35HhudeJxJBeJ9FCiU67SE=,2,1/28/2023,1/28/2023,1/29/2023,3.5,120.59
hTRtdHDybpeQGqqdSfH7hgGfR4h7tRfFIJzg8+wrjug=,3,1/29/2023,1/28/2023,1/29/2023,4,105.24
Gd7ni64/4j6TUM4yQzQg3IibL1WHGhnUGBwXNTdAq+U=,5,1/28/2023,1/28/2023,1/29/2023,2.5,324.71
de4WdlV+MdJZsdfe39Q/Ujx3jPAZ/HOb5YEH9ZinS34=,2,1/28/2023,1/28/2023,1/29/2023,4,121.04
6eCswkPvokWEY8LWQBdocKC36tNVbn+QCS6E4jUG34I=,3,1/28/2023,1/28/2023,1/29/2023,3.5,190.37
G65EEYusgWk+g3YUxY5jwH4ChmYCKb2bSbz5EldrbVw=,4,1/28/2023,1/28/2023,1/29/2023,,405.11
8Ui4MU47YJOCGJab9V4tEC7aFKioVY07n0agN/fnXa8=,2,1/28/2023,1/28/2023,1/29/2023,2.5,235.62
Oxz2HQmeF1bVOLrrZPbxhSUq/bKe1w6pZQxpKUIaYRQ=,3,1/28/2023,1/28/2023,1/29/2023,2.5,286.22
7YltGTSfuhW5fZOVUeJuDKl0n4mLT3Dv53kXq/QeKsY=,1,1/28/2023,1/28/2023,1/29/2023,2.5,285.11
lrCiGJsYvseyBZVgdpy52ltH4z0mY01yy6/U+bTLHNc=,5,1/28/2023,1/28/2023,1/29/2023,3,264.42
JVO3arbF5CYm06Z7uBB8q74t/N4bG6U9BjBg+l3/w5g=,3,1/28/2023,1/28/2023,1/29/2023,2.5,148.04
kk61rH+rslKuSQjeHWcZeQvU+7wc98Fht/Mu8RwDGRo=,4,1/28/2023,1/28/2023,1/29/2023,3,104.6
DpxoMli5ku/EJD7QC0iGBrm/zrvAKy7GKJrBCO+wGKo=,5,1/28/2023,1/28/2023,1/29/2023,,233.81
m1G1hYFUuq09q1DwdrewOvyJJFmgIMN6bkbZA2nX9Dg=,2,1/28/2023,1/28/2023,1/29/2023,4,92.67
J93Ci9NwFhDWTP2wuGZjk0IByOYzZEjyFCZI0vXRLDE=,3,1/28/2023,1/28/2023,1/29/2023,3,119.05
Peg0f4djLEm//9OI0qVDdEsSxCF5aEPQT+vCfTkpPzk=,2,1/28/2023,1/28/2023,1/29/2023,4,230.84
Iw2tyYJIYK1UPNtpfXLgVMRHLEFtN+vlv8zJhzAQcz8=,1,1/28/2023,1/28/2023,1/29/2023,3.5,78.18
5KixQ9v7Ytq13fi5nsSwr8fakzKowzkbcicEkw5OWRo=,4,1/28/2023,1/28/2023,1/29/2023,,269.55
ujJ2Str+w9QH7YnPhY81OK6wPUMk6p8zMUmK5R/fhpo=,4,1/28/2023,1/28/2023,1/29/2023,4.5,247.11
cKimkcsmKTO9Pcad1Epu5lQ7mQr8741/1Rt8oH0Ijzw=,3,1/28/2023,1/28/2023,1/29/2023,,232.19
MYzpNZHqlsfMOWsSWoPVMDRVGJtP7fVf/Vv6F6/CTWM=,1,1/28/2023,1/28/2023,1/29/2023,4,130.87
XKIzVqDkqw+PjqGw8drV0I8AdUvxhCTXlqqnYeNL9eQ=,5,1/28/2023,1/28/2023,1/30/2023,3.5,366.95
qHJGb8ClCORKbCrxt4mVapJqP7uU5ziKsUvBBiDK/rY=,2,1/28/2023,1/28/2023,1/29/2023,3.5,142.16
yU4S3GbaGpCYI7/Cs88cEqpAWKlA5/wNGsbckVtaAkc=,3,1/28/2023,1/28/2023,1/29/2023,4,264.09
KHPkxNMbkqpSCVqLtpB208kkxn8KFisMOtCG4TxKdD8=,3,1/28/2023,1/28/2023,1/29/2023,4,77.62
InvSAavrvCSz1DG6JhxV1RJPZpbDX/D+zGdhtQilhmw=,3,1/29/2023,1/28/2023,1/29/2023,3,155.33
hL8WuSnTfFmHaIpu3zdFbeBrvzdU1HiffdOmLIATv1E=,3,1/28/2023,1/28/2023,1/29/2023,3,127.49
ljJq7jqVcUUOL2ZyCZkh7QhHx6BF5HaAbLqQQqATe4Y=,5,1/28/2023,1/28/2023,1/29/2023,3.5,124.82
w9Ke48U+KZ/yofrRCipoPwI2Lfp+fd27IN5kURLCh6w=,5,1/28/2023,1/28/2023,1/29/2023,4,173.05
mfSjhQZybTY1k/yDUYDDo08Yl5FSkj/JhWmSyqhwnQY=,2,1/28/2023,1/28/2023,1/29/2023,3,260.49
DBmH7ywZvk5WTTj9MMQ2jpYg1M+HltmN76APJBPotZg=,3,1/28/2023,1/28/2023,1/29/2023,4,271.45
wq7v/M5zlpEX2hxWm267TwWLC8MzdkBZrtxKqOnJrak=,1,1/28/2023,1/28/2023,1/29/2023,2.5,70.09
TW6FXNpb3yP+i/iMGZqbUkayKLnj2WsgkS+IjJ3bpDw=,1,1/28/2023,1/28/2023,1/29/2023,4.5,142.61
XZpXu4PvDsHHFEeATTcSVgoaYjNBD5miefr12Z8c+4A=,2,1/28/2023,1/28/2023,1/29/2023,4,149.67
7AGPpCfI30qDzn8R3JDFfji0XO6RpVqi3Df1uesKK6A=,5,1/28/2023,1/28/2023,1/29/2023,3.5,67.47
6Iwhx26cvm5/67AV9Cdq5hKe7ODOA4qVhR3vIQdd6qY=,3,1/28/2023,1/28/2023,1/29/2023,,251.31
Zvtn7jhqaQx4r/BbScDfyciShNRrJ+sQlF9TjUWoJkc=,3,1/28/2023,1/28/2023,1/29/2023,2.5,144.84
1mV9avsZ4nUa51O5bDyBt66Ofu2nXRsAacqfIzI5nTo=,3,1/28/2023,1/28/2023,1/30/2023,3,224.36
Kx/NwRLwd/WwH3P+SE5T5z/ykdNK3DcrEFFHPX9MQyU=,4,1/28/2023,1/28/2023,1/29/2023,,325.56
VO36MMNdLDZz8uv157t0r+/BUVNaxgEiKJeKhMLWuAI=,5,1/28/2023,1/28/2023,1/29/2023,4.5,134.94
PJwrQ9Po9F4zafxSMRbK1S4lWlskyNOUKLA+1UXP5bA=,3,1/28/2023,1/28/2023,1/29/2023,,121.16
vQI09skJg8nrCaQh4M3UY+h/UiNNl4Msv0d24MbncU0=,5,1/28/2023,1/28/2023,1/29/2023,,82.15
U+gOOEiEhe/sw7URMu1q2FSACzQJMEvGrrJUXcDQZQU=,5,1/28/2023,1/28/2023,1/29/2023,,263.8
cYhPWBhvcv4n7VvfF9pOKpZgzqq75VtjNFnkGri26hU=,2,1/28/2023,1/28/2023,1/29/2023,3.5,141.96
akmFBmWzLofbn3uZYefK5Nzf06zuROIlBSQg6WRfBPk=,4,1/28/2023,1/28/2023,1/29/2023,4.5,256.19
3H1ZreZXAtnu+O8lfw5xGxyDNQQHhsXORLAtLTKtQzQ=,3,1/29/2023,1/28/2023,1/30/2023,,497.35
CKlWvqotdMwjUGbCkGO+Lf4Wn4aOi+k96i8u116oW1E=,5,1/28/2023,1/28/2023,1/29/2023,,210.35
VQfrgjxJIW/PkxNiFvFnhhX7hrSPlGZa7JAyzCtm0YA=,1,1/28/2023,1/28/2023,1/29/2023,3.5,220.38
uJ51DbPvGGplqR6GtDA7ypChaKixizOBz6Spxg52YGw=,1,1/28/2023,1/28/2023,1/29/2023,3.5,113.4
gT4gl3JMtB0G1FNqsm+MZ2DsO4N2QnrRO4OWgMsUmGw=,1,1/28/2023,1/28/2023,1/29/2023,2.5,146.83
BQZGEny1URXpry+akCyaiEjRIQ6VsaN4J65XRSS6Wi0=,1,1/29/2023,1/28/2023,1/29/2023,4,115.5
ds66Xdq+Kzu36yN8eaKRgiBeEMn5bL2W/ALsuFTJfn8=,1,1/28/2023,1/28/2023,1/30/2023,3.5,115.99
3PfcnIopl4t3rxyxBEmjZ6z7FTCXIHb1uSJGLVczijI=,5,1/28/2023,1/28/2023,1/29/2023,,340.39
QTMwtXqZ8PV7rYd3msfheIQKgFWIpCt1diVgtLVyTYM=,3,1/28/2023,1/28/2023,1/29/2023,4,317.14
pgezwnWefYhJI4Y+pOc50EIlJm5RQtWMGZJWHqgBxKk=,,1/28/2023,1/28/2023,1/29/2023,,226.1
4NYsv65DeUllKbIjuNFfAXPI3ggnHoBjMyPP8L+9bC8=,4,1/28/2023,1/28/2023,1/29/2023,,118.48
vgYwFrdOxDJ/HNWZsUBUmRweOK/jXCWHJy7TJnxwzmM=,2,1/28/2023,1/28/2023,1/29/2023,3,110.56
wo88674jN2eSevLKUMJYOdX8/W0ix6K7K/agWVYtrYU=,3,1/28/2023,1/28/2023,1/29/2023,4,111.16
tXw9j1r7H7auIXynHKHB8R2MR5eD/ZtXkH70j0GsKQg=,2,1/28/2023,1/28/2023,1/29/2023,4,222.95
JpnwLLzMEUvHqGmcosIoaVW2sN2+Bp0yaJ/GCa1HWLQ=,1,1/28/2023,1/28/2023,1/29/2023,2.5,155.43
F66q5UhG+d5H4BhGKeCU8/oWanLUb/SSnw3fY+askBs=,2,1/28/2023,1/28/2023,1/29/2023,2.5,178.63
OKWVhb5y7Rv+WjgrRIgGRNt0PKqqhv7r52/3xL2DG1k=,2,1/28/2023,1/28/2023,1/29/2023,2.5,53.05
c/E4psjTEyEHsOpglNCJNLtJpmfdpzK5N++3oacbs6U=,5,1/28/2023,1/28/2023,1/29/2023,,220.07
WR6/HiFb6pBvMFk/JuzUGvxllcpM47OuKvx6GwFnn7k=,1,1/28/2023,1/28/2023,1/29/2023,4.5,97.32
vnpf3+skcaScIHQUuKd0JzjTv+dglyKwROztDR7yWVE=,1,1/28/2023,1/28/2023,1/29/2023,3.5,77.17
wY2DdzIMTufsat0+f/BB5Hj7lNr0bfWpOKZf2Y6uLFM=,5,1/28/2023,1/28/2023,1/29/2023,,139.74
D+9dTCjfTSydwIYbo6s059HWhXF2Vgeut+kQ/Ki/6jc=,1,1/28/2023,1/28/2023,1/29/2023,4.5,80.41
3lJnicoSOVGUd+Dr1e2WOOaisEoLzGebFptldErCgtg=,2,1/28/2023,1/28/2023,1/29/2023,4.5,106.76
sAKL1H1pt8fQFairiSgOKEe3YHBihBEPEc4M5t+beZs=,5,1/28/2023,1/28/2023,2/1/2023,,1037.47
FQerjduz6ZU+6Ub7qWTXigneQ3BpoLmagWiQK3nyZx4=,2,1/28/2023,1/28/2023,1/29/2023,3.5,128.84
iUxAPlKDtKAgAo7riVjdKgzRn4HQisysjT95SnJcLlI=,5,1/28/2023,1/28/2023,1/29/2023,,100.32
iFgiVwGfSLOrbnYDj6WPyAbxF6Yi1HgIl7OyV/POAUg=,5,1/28/2023,1/28/2023,1/29/2023,3,280.55
X7vZlyDa7YtDB5WNzUNqngoATReqCxq7HuMAAt8B/4Y=,2,1/28/2023,1/28/2023,1/29/2023,4,70.48
2/0mDAk5M8R7nijZK/S/kPxuRUWDIHqeiUeSvfZbEvU=,2,1/28/2023,1/28/2023,1/29/2023,4,136.49
ggtvoYPHAZkrSl+VkrYvBJ5DBUkqCjeRpCY3ItI4heI=,2,1/28/2023,1/28/2023,1/30/2023,3,734.68
ot4afTf2ACmGNmA4wckIxMYiX+KmYfbRNVtgPUdlk2k=,5,3/14/2022,1/29/2023,2/2/2023,,2260.98
